mmsi,name,flag,type,is_suspicious,historical_names,latest_lat,latest_lon,latest_ais_timestamp,latest_speed,latest_heading,ais_ping_count,ais_active_pct,ais_max_gap_hours,ais_disabled,radio_signature_count,avg_frequency,std_frequency,avg_power,avg_signal_strength,unique_pulse_patterns,unique_frequencies
492235960,NAVIRE-5960,Panama,Bulk Carrier,True,OLD_NAME_0,4.9752,64.6054,2026-12-14 18:50:00+00:00,11.2,89.9,10.0,30.0,6935.516666666666,True,7.0,158.91285714285712,0.9869264458528868,288.4142857142857,-56.57142857142857,4.0,7.0
418169543,NAVIRE-9543,Malta,Tanker,False,"OLD_NAME_0, OLD_NAME_1",-70.0674,31.7086,2026-12-03 19:07:00+00:00,15.8,109.4,12.0,25.0,4465.866666666667,True,7.0,159.43714285714285,1.8550266331036385,207.07142857142858,-58.55714285714286,5.0,7.0
357067982,NAVIRE-7982,Malta,General Cargo,False,0,38.1239,39.8543,2026-08-16 18:45:00+00:00,4.6,50.0,7.0,42.857142857142854,5258.783333333334,True,2.0,159.65,2.262741699796944,155.9,-102.30000000000001,2.0,2.0
286089776,NAVIRE-9776,Singapore,Bulk Carrier,True,0,-52.8373,-52.807,2026-11-21 22:30:00+00:00,15.8,69.8,9.0,44.44444444444444,4897.0,True,6.0,157.93166666666667,1.4231151276922853,224.85000000000002,-74.85000000000001,4.0,6.0
760132103,NAVIRE-2103,USA,Container Ship,True,OLD_NAME_0,-47.4894,-51.7096,2026-11-27 04:49:00+00:00,11.7,276.3,8.0,75.0,4442.066666666667,True,3.0,157.98666666666665,1.8111138377620948,296.3,-69.0,3.0,3.0
224497350,NAVIRE-7350,Denmark,Tanker,True,0,28.4145,62.6564,2026-11-03 11:26:00+00:00,18.1,140.4,6.0,33.33333333333333,3747.0666666666666,True,5.0,158.438,1.5855976791103015,210.48000000000002,-72.67999999999999,4.0,5.0
608121001,NAVIRE-1001,China,Bulk Carrier,True,0,-85.0149,-23.3471,2026-11-17 19:16:00+00:00,27.4,240.6,10.0,70.0,4486.083333333333,True,4.0,160.14249999999998,1.576924749842757,218.7,-68.35,3.0,4.0
360342720,NAVIRE-2720,Bahamas,General Cargo,True,0,82.7404,-85.2404,2026-10-06 06:24:00+00:00,19.4,326.9,6.0,33.33333333333333,3843.016666666667,True,9.0,158.11666666666667,1.8775782273982609,207.2111111111111,-85.83333333333333,5.0,9.0
691566561,NAVIRE-6561,Malta,Tanker,True,"OLD_NAME_0, OLD_NAME_1",-45.6203,26.7507,2026-12-22 05:55:00+00:00,17.1,258.8,7.0,85.71428571428571,5948.15,True,4.0,158.6975,1.149213499166565,127.25,-60.775,3.0,4.0
678158398,NAVIRE-8398,France,Tanker,False,"OLD_NAME_0, OLD_NAME_1",44.4517,-101.2441,2026-12-26 15:04:00+00:00,26.8,46.7,9.0,55.55555555555556,6655.666666666667,True,8.0,158.70125000000002,1.9635131597652824,287.0,-48.5,5.0,8.0
685694091,NAVIRE-4091,Denmark,Passenger Ship,False,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",-22.908,23.5,2026-12-27 01:04:00+00:00,11.0,27.6,11.0,36.36363636363637,7347.533333333334,True,3.0,159.01,2.82191424391316,302.23333333333335,-75.63333333333334,2.0,3.0
260756426,NAVIRE-6426,Singapore,Container Ship,False,0,67.6242,60.5961,2026-11-10 15:28:00+00:00,2.8,166.9,14.0,57.14285714285714,5700.5,True,6.0,158.85,0.5534256951027734,166.5,-59.083333333333336,4.0,6.0
274778707,NAVIRE-8707,Malta,Fishing Vessel,True,OLD_NAME_0,39.1342,16.0304,2026-10-14 01:53:00+00:00,0.9,105.6,8.0,87.5,3545.75,True,4.0,159.2525,1.648158062808303,182.14999999999998,-66.775,2.0,4.0
353821583,NAVIRE-1583,Bahamas,General Cargo,True,"OLD_NAME_0, OLD_NAME_1",47.2165,133.6234,2026-10-28 03:25:00+00:00,4.7,271.3,10.0,80.0,6772.216666666666,True,8.0,158.39249999999998,2.154170373949114,211.6875,-67.6125,5.0,8.0
226809877,NAVIRE-9877,Denmark,Fishing Vessel,False,"OLD_NAME_0, OLD_NAME_1",64.8082,179.8142,2026-11-17 08:27:00+00:00,23.2,299.3,13.0,38.46153846153847,6008.133333333333,True,4.0,159.4975,1.1968674390535798,178.05,-47.675,3.0,4.0
220627024,NAVIRE-7024,Singapore,Fishing Vessel,False,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",89.5095,-74.4096,2026-12-12 22:02:00+00:00,0.6,184.3,7.0,85.71428571428571,5284.566666666667,True,4.0,159.1275,1.8156426777682129,401.925,-96.025,3.0,4.0
433158282,NAVIRE-8282,Singapore,Bulk Carrier,True,"OLD_NAME_0, OLD_NAME_1",-16.7571,-102.3326,2026-12-23 18:46:00+00:00,7.0,344.1,12.0,58.333333333333336,6943.1,True,1.0,160.19,0.0,314.7,-23.8,1.0,1.0
530158148,NAVIRE-8148,Denmark,General Cargo,True,OLD_NAME_0,-75.4894,177.1058,2026-12-25 07:22:00+00:00,14.9,337.0,10.0,70.0,4348.016666666666,True,2.0,160.23,1.0182337649086268,265.1,-92.15,2.0,2.0
620300412,NAVIRE-0412,Panama,Container Ship,True,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",54.9466,-138.1611,2026-09-20 09:29:00+00:00,28.6,56.3,8.0,75.0,4875.483333333334,True,5.0,159.546,1.6831458641484394,321.18,-41.8,2.0,5.0
236576735,NAVIRE-6735,Denmark,Fishing Vessel,False,"OLD_NAME_0, OLD_NAME_1",80.4835,159.7677,2026-12-28 08:39:00+00:00,25.1,187.4,15.0,73.33333333333333,8075.016666666666,True,8.0,159.32375,1.8119991918951124,274.525,-88.6,5.0,8.0
665395794,NAVIRE-5794,Marshall Islands,Fishing Vessel,False,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",13.4325,119.7003,2026-12-01 05:48:00+00:00,24.2,235.4,15.0,40.0,5305.183333333333,True,3.0,157.82,1.7286700089953484,197.83333333333334,-60.86666666666667,2.0,3.0
792597146,NAVIRE-7146,Bahamas,Passenger Ship,False,OLD_NAME_0,13.5962,31.2697,2026-11-27 03:49:00+00:00,28.3,109.6,10.0,80.0,7791.566666666667,True,5.0,158.638,2.238675947965681,308.4,-42.339999999999996,3.0,5.0
254059131,NAVIRE-9131,China,Fishing Vessel,False,"OLD_NAME_0, OLD_NAME_1",-48.7793,-93.2181,2026-11-11 13:26:00+00:00,18.8,4.2,14.0,64.28571428571429,6058.116666666667,True,8.0,158.5175,1.2238434773870719,144.125,-83.4875,4.0,7.0
340668048,NAVIRE-8048,Denmark,Container Ship,True,OLD_NAME_0,26.2602,31.8044,2026-10-11 23:28:00+00:00,21.6,165.6,15.0,46.666666666666664,5348.5,True,3.0,159.61333333333332,0.8467191584777785,290.6,-64.33333333333333,2.0,3.0
493976714,NAVIRE-6714,Singapore,Passenger Ship,True,"OLD_NAME_0, OLD_NAME_1",-32.4738,151.7119,2026-10-05 00:53:00+00:00,24.2,315.0,8.0,62.5,5300.2,True,2.0,157.48000000000002,0.4666904755831089,202.25,-62.9,1.0,2.0
767793733,NAVIRE-3733,France,Passenger Ship,False,OLD_NAME_0,-4.2113,177.7362,2026-12-10 09:13:00+00:00,13.8,279.1,18.0,61.111111111111114,7426.133333333333,True,4.0,158.68,0.8818163074019506,286.4,-83.025,3.0,4.0
543784647,NAVIRE-4647,Malta,Container Ship,True,0,-26.5104,-51.4918,2026-12-26 09:38:00+00:00,2.3,291.5,6.0,66.66666666666666,998.1333333333333,True,4.0,158.8725,1.8522846253568384,168.60000000000002,-75.15,3.0,4.0
784062106,NAVIRE-2106,Malta,Passenger Ship,True,OLD_NAME_0,-23.6991,-11.0604,2026-12-26 06:31:00+00:00,6.2,55.2,13.0,46.15384615384615,7190.55,True,4.0,159.23250000000002,1.8678218151990167,309.75,-77.8,4.0,4.0
505223390,NAVIRE-3390,Singapore,Fishing Vessel,True,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",-78.9647,176.8374,2026-09-15 08:01:00+00:00,9.5,151.9,6.0,33.33333333333333,4277.633333333333,True,6.0,158.48333333333332,1.677827960986059,194.6,-61.083333333333336,4.0,6.0
420176132,NAVIRE-6132,Panama,Passenger Ship,False,"OLD_NAME_0, OLD_NAME_1",-13.7138,-79.999,2026-12-21 17:54:00+00:00,4.3,168.3,17.0,35.294117647058826,5804.433333333333,True,3.0,159.55666666666667,2.035198598007913,213.69999999999996,-52.06666666666666,3.0,3.0
229818721,NAVIRE-8721,Panama,Tanker,False,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",-84.4977,-58.2757,2026-11-25 15:46:00+00:00,2.2,340.3,13.0,69.23076923076923,5451.0,True,5.0,158.3,2.180114675882911,285.42,-63.260000000000005,4.0,5.0
726467074,NAVIRE-7074,Marshall Islands,Bulk Carrier,True,OLD_NAME_0,70.5133,-168.1707,2026-11-27 15:51:00+00:00,7.6,124.9,9.0,77.77777777777779,5793.316666666667,True,4.0,160.5925,1.3340258618182796,301.825,-67.9,2.0,4.0
686208585,NAVIRE-8585,Bahamas,General Cargo,True,OLD_NAME_0,42.5838,172.4282,2026-10-19 23:12:00+00:00,21.7,280.1,11.0,36.36363636363637,5202.4,True,4.0,159.415,1.6681027146631726,144.825,-70.7,4.0,4.0
377712245,NAVIRE-2245,Singapore,Passenger Ship,True,"OLD_NAME_0, OLD_NAME_1",84.7705,125.3723,2026-12-28 00:00:00+00:00,19.8,28.5,11.0,63.63636363636363,8202.316666666668,True,7.0,159.00285714285715,1.769422827607118,199.85714285714286,-76.88571428571429,3.0,7.0
602448584,NAVIRE-8584,Denmark,Tanker,False,0,-24.5787,109.1537,2026-12-21 09:46:00+00:00,21.9,150.6,7.0,42.857142857142854,3799.5666666666666,True,2.0,159.145,3.66988419435818,184.5,-100.0,2.0,2.0
290000334,NAVIRE-0334,France,Passenger Ship,False,OLD_NAME_0,-39.8813,132.0041,2026-12-23 17:05:00+00:00,27.6,163.1,12.0,50.0,5145.15,True,6.0,158.87,1.6737980762326226,312.98333333333335,-72.53333333333333,4.0,6.0
374389765,NAVIRE-9765,France,Bulk Carrier,True,OLD_NAME_0,86.0166,97.0651,2026-10-11 04:43:00+00:00,0.3,177.1,8.0,50.0,6358.916666666667,True,6.0,157.74833333333333,1.14900681750226,204.58333333333334,-75.10000000000001,5.0,6.0
320624243,NAVIRE-4243,Marshall Islands,Passenger Ship,True,OLD_NAME_0,-84.8,-57.0222,2026-12-25 17:07:00+00:00,7.8,303.0,13.0,69.23076923076923,3404.3,True,4.0,159.99,1.974453510890208,313.65,-39.375,2.0,4.0
559968652,NAVIRE-8652,Panama,Tanker,True,"OLD_NAME_0, OLD_NAME_1",62.901,-51.5559,2026-10-28 19:09:00+00:00,7.9,93.5,11.0,54.54545454545454,5008.416666666667,True,5.0,158.96999999999997,1.4658615214269082,219.6,-94.3,4.0,5.0
256362827,NAVIRE-2827,USA,Bulk Carrier,False,OLD_NAME_0,-44.8309,16.0089,2027-01-01 07:23:00+00:00,27.0,181.1,9.0,77.77777777777779,8582.15,True,2.0,159.035,0.5161879502661926,403.29999999999995,-67.0,2.0,2.0
224756004,NAVIRE-6004,France,Fishing Vessel,True,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",14.8374,40.0901,2026-11-02 02:48:00+00:00,16.6,182.7,2.0,100.0,1725.2333333333333,True,5.0,160.464,1.403595383292487,138.92,-67.58,4.0,5.0
324958822,NAVIRE-8822,Denmark,Container Ship,True,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",-53.9594,-105.3322,2026-12-27 04:18:00+00:00,4.7,232.7,12.0,66.66666666666666,6962.316666666667,True,8.0,159.9,1.6028456836870713,322.1375,-57.875,5.0,8.0
310055463,NAVIRE-5463,Panama,Bulk Carrier,False,OLD_NAME_0,-81.6794,62.0835,2026-11-21 23:29:00+00:00,9.2,107.3,8.0,50.0,2454.95,True,4.0,159.2375,2.4299159793430474,300.85,-83.0,3.0,4.0
498768789,NAVIRE-8789,Singapore,Fishing Vessel,True,"OLD_NAME_0, OLD_NAME_1",31.1891,-8.2284,2026-10-25 07:43:00+00:00,23.9,167.2,5.0,60.0,4903.133333333333,True,8.0,159.7125,1.0538738064872866,262.15,-53.925000000000004,4.0,8.0
492428548,NAVIRE-8548,Bahamas,Container Ship,True,0,2.2967,65.7482,2026-12-11 19:09:00+00:00,1.1,281.6,21.0,52.38095238095239,7408.316666666667,True,2.0,159.3,0.3818376618407401,141.85,-43.15,2.0,2.0
236409764,NAVIRE-9764,Marshall Islands,Container Ship,True,0,-79.7866,135.1463,2026-10-03 07:52:00+00:00,13.2,114.2,10.0,50.0,6425.633333333333,True,3.0,159.69000000000003,1.944556504707433,326.8333333333333,-34.93333333333333,1.0,3.0
324742591,NAVIRE-2591,Bahamas,Fishing Vessel,True,"OLD_NAME_0, OLD_NAME_1",6.9101,-2.4493,2026-10-14 04:08:00+00:00,9.7,28.9,4.0,100.0,2513.633333333333,True,4.0,159.515,1.3449287465636695,232.4,-58.45,3.0,4.0
665043604,NAVIRE-3604,China,Tanker,True,0,-72.2358,107.602,2026-12-31 23:44:00+00:00,9.8,310.7,8.0,12.5,8385.966666666667,True,5.0,159.586,1.3447602016716622,167.16,-66.74000000000001,2.0,5.0
660140090,NAVIRE-0090,France,Passenger Ship,True,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",15.7574,167.9913,2026-12-03 03:24:00+00:00,9.8,13.3,15.0,53.333333333333336,6747.1,True,4.0,159.9475,2.2414931779210763,227.975,-58.525,3.0,4.0
224383026,NAVIRE-3026,USA,General Cargo,False,0,-44.3302,-16.4575,2026-11-27 04:39:00+00:00,5.8,125.2,12.0,75.0,5882.116666666667,True,7.0,159.18714285714285,0.9263677147100755,229.6,-61.871428571428574,6.0,7.0
792163190,NAVIRE-3190,Bahamas,Fishing Vessel,False,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",56.8629,-131.0873,2026-11-14 05:02:00+00:00,19.4,245.9,10.0,40.0,4606.583333333333,True,8.0,158.39875,2.1179062268462947,234.2,-62.525,4.0,8.0
591277434,NAVIRE-7434,China,Bulk Carrier,False,OLD_NAME_0,3.6398,80.2622,2026-10-15 06:13:00+00:00,16.9,304.0,8.0,62.5,6072.4,True,3.0,160.55666666666664,1.0210452161061698,330.73333333333335,-71.36666666666667,2.0,3.0
438102804,NAVIRE-2804,Bahamas,Tanker,False,"OLD_NAME_0, OLD_NAME_1",22.7992,-61.5409,2026-10-17 05:48:00+00:00,26.2,155.0,13.0,53.84615384615385,4740.766666666666,True,3.0,158.78,2.8483855076165505,260.90000000000003,-77.13333333333333,2.0,3.0
686834541,NAVIRE-4541,Singapore,Fishing Vessel,True,0,-33.3933,16.8326,2026-11-18 02:13:00+00:00,23.5,184.6,7.0,57.14285714285714,3580.1666666666665,True,3.0,159.28666666666666,1.196258054657655,206.70000000000002,-70.23333333333333,3.0,3.0
398193465,NAVIRE-3465,Marshall Islands,Fishing Vessel,True,0,83.3467,0.4617,2026-12-24 16:40:00+00:00,16.7,241.5,9.0,55.55555555555556,4319.25,True,1.0,157.65,0.0,145.1,-58.3,1.0,1.0
234821769,NAVIRE-1769,Marshall Islands,Container Ship,False,0,-21.2052,55.3664,2026-12-30 21:50:00+00:00,8.7,294.2,9.0,44.44444444444444,8448.2,True,6.0,157.91333333333333,1.1226872523845053,204.58333333333334,-58.56666666666666,4.0,6.0
297489083,NAVIRE-9083,Malta,Passenger Ship,False,OLD_NAME_0,41.1359,96.2526,2026-12-10 23:33:00+00:00,3.6,205.8,8.0,62.5,6686.966666666666,True,5.0,159.142,1.929499935216382,326.3,-70.76,4.0,5.0
385217219,NAVIRE-7219,Marshall Islands,General Cargo,False,OLD_NAME_0,-29.6258,-133.0263,2026-12-06 08:45:00+00:00,3.6,10.1,10.0,50.0,3244.2,True,5.0,158.496,1.7872828539433816,220.92,-68.64,4.0,5.0
587285928,NAVIRE-5928,Panama,Bulk Carrier,False,OLD_NAME_0,-58.1152,-138.298,2026-12-31 00:31:00+00:00,13.3,329.0,7.0,71.42857142857143,4883.65,True,6.0,158.33666666666667,1.8570909150245372,190.9,-62.833333333333336,4.0,6.0
375252389,NAVIRE-2389,France,Passenger Ship,False,0,6.9932,-12.3026,2026-06-11 12:42:00+00:00,13.6,47.8,8.0,25.0,1837.5666666666666,True,4.0,158.065,2.4118664971345303,253.35,-79.65,4.0,4.0
637825183,NAVIRE-5183,Marshall Islands,Fishing Vessel,False,OLD_NAME_0,-55.2019,-42.1616,2026-12-29 21:16:00+00:00,15.3,289.4,7.0,42.857142857142854,8407.7,True,3.0,159.15333333333334,2.7795383309703183,207.76666666666665,-70.43333333333334,2.0,3.0
315074468,NAVIRE-4468,USA,Passenger Ship,True,OLD_NAME_0,-55.2194,-67.9023,2026-09-26 19:12:00+00:00,11.5,187.3,12.0,50.0,5572.7,True,3.0,157.96,0.6843244844370141,447.6333333333334,-66.26666666666667,2.0,3.0
283486500,NAVIRE-6500,Panama,Fishing Vessel,False,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",-22.8354,75.8762,2026-12-31 17:33:00+00:00,8.8,193.9,11.0,45.45454545454545,6151.216666666666,True,6.0,158.1916666666667,2.0042795879484196,167.04999999999998,-58.15,3.0,6.0
306994240,NAVIRE-4240,Singapore,Fishing Vessel,True,OLD_NAME_0,-68.184,129.8913,2026-12-23 17:05:00+00:00,7.9,341.9,9.0,55.55555555555556,5643.633333333333,True,7.0,159.82142857142858,1.5875917671264286,328.3285714285715,-82.77142857142857,5.0,7.0
294304036,NAVIRE-4036,Liberia,Fishing Vessel,False,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",-26.4593,-95.3276,2026-09-23 06:34:00+00:00,20.8,82.0,4.0,75.0,3806.75,True,4.0,159.8,1.40885296133652,112.0,-65.8,3.0,4.0
375856282,NAVIRE-6282,Marshall Islands,Fishing Vessel,False,OLD_NAME_0,75.4012,33.1361,2026-12-31 08:51:00+00:00,27.3,264.9,7.0,57.14285714285714,8390.916666666666,True,1.0,161.2,0.0,111.4,-89.7,1.0,1.0
777666051,NAVIRE-6051,China,Passenger Ship,True,OLD_NAME_0,-6.3241,93.6026,2026-11-20 00:25:00+00:00,21.7,97.5,15.0,40.0,6002.733333333334,True,12.0,159.41,1.996806541364576,223.03333333333333,-59.55833333333334,5.0,12.0
668956359,NAVIRE-6359,Malta,General Cargo,True,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",-77.4232,-166.5708,2026-11-03 05:02:00+00:00,0.0,37.3,12.0,66.66666666666666,5910.95,True,7.0,159.54142857142855,1.9642931601590479,237.81428571428572,-61.214285714285715,5.0,7.0
625555616,NAVIRE-5616,Panama,Tanker,False,OLD_NAME_0,-7.4895,174.3879,2026-09-25 13:51:00+00:00,15.3,284.7,8.0,62.5,3766.2,True,8.0,159.83875,1.2316590147323376,177.225,-75.1125,4.0,8.0
517049090,NAVIRE-9090,Liberia,General Cargo,True,"OLD_NAME_0, OLD_NAME_1",-4.3625,-131.7897,2026-12-24 13:05:00+00:00,27.3,336.6,8.0,50.0,7890.466666666666,True,4.0,159.195,2.043371397144101,405.5,-82.69999999999999,3.0,4.0
204111655,NAVIRE-1655,Bahamas,Bulk Carrier,True,"OLD_NAME_0, OLD_NAME_1",73.4732,97.5028,2026-11-20 06:59:00+00:00,0.9,296.8,6.0,66.66666666666666,5831.216666666666,True,5.0,158.542,1.8960406113794046,271.7,-59.239999999999995,4.0,5.0
333279592,NAVIRE-9592,Bahamas,General Cargo,False,0,-32.1977,167.5636,2026-12-20 02:04:00+00:00,14.2,208.1,10.0,50.0,6358.683333333333,True,12.0,158.8841666666667,1.8912980551286278,194.70000000000002,-55.708333333333336,5.0,12.0
371121059,NAVIRE-1059,Singapore,Bulk Carrier,False,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",-72.5809,-4.7284,2026-10-05 03:12:00+00:00,5.0,183.9,7.0,57.14285714285714,3231.85,True,1.0,156.07,0.0,491.8,-27.5,1.0,1.0
704843269,NAVIRE-3269,Bahamas,Tanker,True,OLD_NAME_0,-40.7244,-152.2837,2026-11-17 05:29:00+00:00,12.4,81.8,13.0,69.23076923076923,4587.35,True,8.0,159.3725,1.3590096183828697,251.775,-63.7375,4.0,8.0
419681851,NAVIRE-1851,Malta,Fishing Vessel,False,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",24.8035,71.6295,2026-09-22 15:24:00+00:00,29.7,41.6,5.0,20.0,3306.516666666667,True,2.0,160.325,0.9121677477306507,235.8,-69.0,2.0,2.0
230810621,NAVIRE-0621,Malta,Tanker,False,"OLD_NAME_0, OLD_NAME_1",-47.748,40.5574,2026-12-17 11:02:00+00:00,20.9,261.9,16.0,25.0,6592.8,True,8.0,157.81625,1.317583692110026,261.5,-67.69999999999999,5.0,8.0
659248773,NAVIRE-8773,Malta,Fishing Vessel,True,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",-7.0822,-43.3248,2026-12-01 13:25:00+00:00,19.5,128.1,8.0,37.5,5319.033333333334,True,5.0,158.44400000000002,1.8929289474251194,252.9,-64.26,4.0,5.0
786592775,NAVIRE-2775,Malta,Tanker,False,0,-81.008,-118.1788,2026-12-23 08:49:00+00:00,11.7,209.6,14.0,28.57142857142857,7449.583333333333,True,5.0,157.544,1.16072391204799,373.26,-73.03999999999999,5.0,5.0
272653360,NAVIRE-3360,Marshall Islands,Tanker,True,0,-36.9706,17.0332,2026-12-15 14:37:00+00:00,1.5,72.8,14.0,42.857142857142854,6311.366666666667,True,5.0,158.55599999999998,2.161476347314501,187.28,-70.22,5.0,5.0
573145682,NAVIRE-5682,Marshall Islands,Passenger Ship,True,0,-39.6853,-114.0214,2026-11-25 03:50:00+00:00,14.3,203.1,17.0,64.70588235294117,7799.583333333333,True,4.0,159.7225,1.7693007093199373,429.975,-65.475,2.0,4.0
363951510,NAVIRE-1510,France,General Cargo,True,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",-30.111,-16.2971,2026-12-05 07:32:00+00:00,16.7,72.0,16.0,56.25,4478.6,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321571144,NAVIRE-1144,Bahamas,Tanker,False,0,7.1799,39.4154,2026-10-09 22:18:00+00:00,7.2,38.3,10.0,30.0,5869.916666666667,True,4.0,158.675,2.148619711970147,241.575,-72.275,3.0,4.0
535376810,NAVIRE-6810,USA,Tanker,True,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",14.2248,-132.1185,2026-10-30 21:35:00+00:00,23.4,78.1,12.0,50.0,4204.266666666666,True,3.0,157.63,1.2082632163564337,256.8333333333333,-66.33333333333333,2.0,3.0
652343612,NAVIRE-3612,USA,General Cargo,True,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",-9.9104,155.8032,2026-07-28 11:09:00+00:00,26.6,199.3,5.0,60.0,4372.283333333334,True,4.0,158.995,2.419979338754775,345.675,-64.25,4.0,4.0
344513763,NAVIRE-3763,Panama,Tanker,False,OLD_NAME_0,74.864,42.9496,2026-11-13 19:23:00+00:00,10.6,16.3,12.0,41.66666666666667,2883.0833333333335,True,8.0,159.1925,2.1659425529909893,290.9875,-86.4375,4.0,8.0
208289492,NAVIRE-9492,USA,Bulk Carrier,False,"OLD_NAME_0, OLD_NAME_1",-63.2657,-140.6856,2026-12-17 13:19:00+00:00,27.8,241.2,8.0,50.0,5516.583333333333,True,10.0,158.14100000000002,1.59447971312136,274.15,-67.56,5.0,10.0
735319356,NAVIRE-9356,USA,Container Ship,True,OLD_NAME_0,87.597,71.7978,2026-11-04 00:29:00+00:00,10.0,236.6,4.0,25.0,1710.7833333333333,True,6.0,159.35166666666666,1.9460464194532126,280.28333333333336,-53.98333333333334,4.0,6.0
633114101,NAVIRE-4101,China,Container Ship,False,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",44.9022,-75.0365,2026-12-10 10:46:00+00:00,21.7,276.8,11.0,54.54545454545454,2740.05,True,3.0,158.24333333333334,0.5307855813163448,194.0666666666667,-77.36666666666666,3.0,3.0
782576379,NAVIRE-6379,Panama,Container Ship,True,0,20.5373,-124.9395,2026-11-21 09:46:00+00:00,29.8,120.6,12.0,58.333333333333336,5423.416666666667,True,9.0,158.54,1.8644436167393181,255.0,-77.86666666666666,5.0,9.0
384450029,NAVIRE-0029,Denmark,General Cargo,True,0,-26.1617,153.0797,2026-11-04 09:13:00+00:00,10.8,165.6,10.0,30.0,5861.75,True,5.0,160.018,2.224886513959753,235.08,-80.1,3.0,5.0
722197210,NAVIRE-7210,France,Fishing Vessel,False,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",54.6014,-150.2809,2026-10-14 16:34:00+00:00,13.8,278.8,12.0,50.0,5391.316666666667,True,5.0,157.928,1.2134949526059025,321.32,-86.0,4.0,5.0
538393289,NAVIRE-3289,Malta,Bulk Carrier,False,"OLD_NAME_0, OLD_NAME_1",31.8357,-98.5117,2026-12-02 16:55:00+00:00,14.6,49.1,8.0,50.0,7000.816666666667,True,4.0,160.125,2.082730579471726,156.22500000000002,-76.525,2.0,4.0
378367378,NAVIRE-7378,Denmark,Tanker,True,OLD_NAME_0,-64.4669,34.143,2026-12-22 12:28:00+00:00,19.3,221.7,15.0,33.33333333333333,3877.05,True,5.0,159.3,2.289159234304159,176.38,-63.08,4.0,5.0
750940589,NAVIRE-0589,Panama,General Cargo,False,0,21.2029,116.7567,2026-12-26 10:55:00+00:00,20.6,233.1,15.0,66.66666666666666,5372.233333333334,True,2.0,157.565,1.039446968344234,115.64999999999999,-56.65,2.0,2.0
264651594,NAVIRE-1594,Malta,Container Ship,False,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",57.0221,-77.7947,2026-10-23 04:47:00+00:00,2.2,179.9,10.0,70.0,6343.75,True,7.0,158.81571428571428,1.739395078208298,149.18571428571428,-57.25714285714286,4.0,7.0
571770455,NAVIRE-0455,Panama,Passenger Ship,False,"OLD_NAME_0, OLD_NAME_1",-7.4657,-79.2084,2026-10-19 03:50:00+00:00,25.4,150.2,13.0,53.84615384615385,2542.7166666666667,True,3.0,159.63333333333333,2.1238016228766314,245.13333333333333,-100.60000000000001,2.0,3.0
518745437,NAVIRE-5437,China,Passenger Ship,False,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",-60.7929,-62.1917,2026-12-29 09:00:00+00:00,11.1,17.7,6.0,33.33333333333333,5283.083333333333,True,2.0,157.48000000000002,2.0647518010647,423.25,-45.5,2.0,2.0
315605444,NAVIRE-5444,Marshall Islands,Tanker,True,"OLD_NAME_0, OLD_NAME_1, OLD_NAME_2",-89.8453,-110.8353,2026-12-30 14:36:00+00:00,4.4,145.8,7.0,14.285714285714285,4920.683333333333,True,6.0,159.56666666666666,1.0061543950441583,168.55,-51.86666666666667,5.0,6.0
737553133,NAVIRE-3133,Singapore,Tanker,False,0,-75.3584,100.6079,2026-12-21 18:47:00+00:00,9.3,270.0,13.0,69.23076923076923,7603.733333333334,True,7.0,158.48714285714286,2.335335195681877,267.9428571428571,-81.45714285714287,4.0,7.0
744192701,NAVIRE-2701,Panama,Bulk Carrier,False,0,29.1157,-73.7344,2026-12-06 23:13:00+00:00,15.6,355.8,7.0,57.14285714285714,4725.016666666666,True,5.0,158.76,1.3756634762906164,274.28000000000003,-87.46000000000001,3.0,5.0
443032358,NAVIRE-2358,Malta,General Cargo,True,OLD_NAME_0,-45.6036,155.9773,2026-12-12 09:50:00+00:00,29.4,20.0,12.0,50.0,4541.4,True,10.0,158.70499999999998,1.6256502972315046,234.06,-59.970000000000006,5.0,10.0
